"landmark_1_x, landmark_1_y, landmark_1_z","landmark_2_x, landmark_2_y, landmark_2_z","landmark_3_x, landmark_3_y, landmark_3_z","landmark_4_x, landmark_4_y, landmark_4_z","landmark_5_x, landmark_5_y, landmark_5_z","landmark_6_x, landmark_6_y, landmark_6_z","landmark_7_x, landmark_7_y, landmark_7_z","landmark_8_x, landmark_8_y, landmark_8_z","landmark_9_x, landmark_9_y, landmark_9_z","landmark_10_x, landmark_10_y, landmark_10_z","landmark_11_x, landmark_11_y, landmark_11_z","landmark_12_x, landmark_12_y, landmark_12_z","landmark_13_x, landmark_13_y, landmark_13_z","landmark_14_x, landmark_14_y, landmark_14_z","landmark_15_x, landmark_15_y, landmark_15_z","landmark_16_x, landmark_16_y, landmark_16_z","landmark_17_x, landmark_17_y, landmark_17_z","landmark_18_x, landmark_18_y, landmark_18_z","landmark_19_x, landmark_19_y, landmark_19_z","landmark_20_x, landmark_20_y, landmark_20_z","landmark_21_x, landmark_21_y, landmark_21_z",label
0.18774637579917908,0.4660401940345764,4.1534875094839663e-07,0.11919364333152771,0.44071894884109497,-0.023732172325253487,0.07099601626396179,0.37053972482681274,-0.035092201083898544,0.035568445920944214,0.31011533737182617,-0.044563375413417816,0.0,0.2711139917373657,-0.0538090355694294,0.1110241711139679,0.24965810775756836,-0.016324913129210472,0.09282377362251282,0.1569286286830902,-0.032428912818431854,0.08318319916725159,0.09847104549407959,-0.04716654494404793,0.07770910859107971,0.05099064111709595,-0.058473993092775345,0.15443292260169983,0.2337571382522583,-0.02026539482176304,0.14284184575080872,0.12564611434936523,-0.03378244489431381,0.13498929142951965,0.05493149161338806,-0.04842446744441986,0.12861135601997375,0.0,-0.05924365296959877,0.19751599431037903,0.24155300855636597,-0.02792341634631157,0.19979777932167053,0.13506487011909485,-0.04489903897047043,0.1981872022151947,0.06943419575691223,-0.05938345193862915,0.19453594088554382,0.014792263507843018,-0.06946577876806259,0.23951730132102966,0.2673722505569458,-0.03738964721560478,0.25646528601646423,0.1885993778705597,-0.05396153777837753,0.26199468970298767,0.13627588748931885,-0.06190400943160057,0.2633838355541229,0.08813971281051636,-0.06691295653581619,1
0.19878560304641724,0.48877450823783875,4.136204836413526e-07,0.12572216987609863,0.45736798644065857,-0.020678484812378883,0.07276058197021484,0.37949010729789734,-0.02742213010787964,0.034175097942352295,0.3142637312412262,-0.03377148136496544,0.0,0.27072831988334656,-0.039267782121896744,0.11260700225830078,0.2564270794391632,-0.0008292246493510902,0.09495711326599121,0.15984001755714417,-0.013368820771574974,0.08539742231369019,0.10203126072883606,-0.027436096221208572,0.07960367202758789,0.052227795124053955,-0.039022549986839294,0.15732026100158691,0.23829230666160583,-0.006019622553139925,0.14557921886444092,0.12800773978233337,-0.014858114533126354,0.13745331764221191,0.055836379528045654,-0.028374435380101204,0.13021838665008545,0.0,-0.03932977095246315,0.20243513584136963,0.2438582479953766,-0.015846028923988342,0.20234858989715576,0.13754314184188843,-0.02883175015449524,0.20096606016159058,0.0727059543132782,-0.04122389107942581,0.19681662321090698,0.018648535013198853,-0.050673965364694595,0.24709177017211914,0.2683233320713043,-0.028053054586052895,0.2610372304916382,0.1891373097896576,-0.04180579259991646,0.26520949602127075,0.1372189223766327,-0.048253133893013,0.26618605852127075,0.08991292119026184,-0.052814237773418427,1
0.2072710394859314,0.4949178695678711,4.2041494907607557e-07,0.1319471001625061,0.4575771689414978,-0.01970006339251995,0.07642978429794312,0.3789297938346863,-0.026195336133241653,0.03620022535324097,0.31204134225845337,-0.03279900923371315,0.0,0.2670972943305969,-0.03857221454381943,0.11481928825378418,0.25561249256134033,0.0025859414599835873,0.09627491235733032,0.15637460350990295,-0.00982264056801796,0.08680152893066406,0.09896785020828247,-0.023859426379203796,0.08168959617614746,0.04897129535675049,-0.03517060726881027,0.16079723834991455,0.23808181285858154,-0.0031073433347046375,0.14899301528930664,0.12611740827560425,-0.011082074604928493,0.1405162215232849,0.05460637807846069,-0.023845450952649117,0.13360655307769775,0.0,-0.03449017181992531,0.20671647787094116,0.24358344078063965,-0.013834760524332523,0.2068004608154297,0.13492923974990845,-0.025244178250432014,0.204734206199646,0.0696474015712738,-0.03581101447343826,0.20067965984344482,0.01734068989753723,-0.044379785656929016,0.25192177295684814,0.26742756366729736,-0.02716604806482792,0.2637729048728943,0.186081200838089,-0.038690026849508286,0.26675254106521606,0.13385406136512756,-0.04325049743056297,0.26700133085250854,0.0876842737197876,-0.04680456221103668,1
0.20590198040008545,0.4941251873970032,4.3726751641770534e-07,0.13187748193740845,0.4572566747665405,-0.02156108431518078,0.07656902074813843,0.38260412216186523,-0.03030886873602867,0.03626835346221924,0.316148579120636,-0.03869311138987541,0.0,0.27001339197158813,-0.04637695103883743,0.11346709728240967,0.2564917206764221,-0.003568597137928009,0.09513956308364868,0.15679189562797546,-0.01873004622757435,0.08528923988342285,0.09883680939674377,-0.03397160395979881,0.08004742860794067,0.04758605360984802,-0.04586179554462433,0.15913206338882446,0.24008220434188843,-0.008844601921737194,0.1482377052307129,0.1270948350429535,-0.019388921558856964,0.14071416854858398,0.05579209327697754,-0.03248339146375656,0.13477307558059692,0.0,-0.043259430676698685,0.2041824460029602,0.24658358097076416,-0.01914600469172001,0.20501190423965454,0.13700273633003235,-0.033055536448955536,0.20304298400878906,0.07086509466171265,-0.04409731924533844,0.1992417573928833,0.016756564378738403,-0.05286679416894913,0.2487696409225464,0.2715250253677368,-0.032047148793935776,0.2622535228729248,0.1909990906715393,-0.046012043952941895,0.2664908766746521,0.1383013129234314,-0.05178271606564522,0.26747387647628784,0.09057039022445679,-0.05606795474886894,1
0.20544910430908203,0.494007408618927,4.367958581497078e-07,0.13210326433181763,0.45696157217025757,-0.02103666216135025,0.07726436853408813,0.381985604763031,-0.029455747455358505,0.03683602809906006,0.3160339593887329,-0.037594154477119446,0.0,0.2711079716682434,-0.045057836920022964,0.11454653739929199,0.255529522895813,-0.0027625164948403835,0.09593230485916138,0.155487060546875,-0.017060378566384315,0.08541852235794067,0.09771966934204102,-0.03171982243657112,0.07944422960281372,0.046863436698913574,-0.04330050200223923,0.1599324345588684,0.23938387632369995,-0.008268141187727451,0.14886945486068726,0.1264331340789795,-0.01801634393632412,0.1412697434425354,0.05513066053390503,-0.030641986057162285,0.13544756174087524,0.0,-0.04118486866354942,0.20470041036605835,0.2460225224494934,-0.01876359060406685,0.2055811882019043,0.13571050763130188,-0.03207795321941376,0.2036305069923401,0.06961023807525635,-0.04290281608700752,0.19995224475860596,0.015638113021850586,-0.05161178484559059,0.24895977973937988,0.2709164619445801,-0.03182153031229973,0.262051522731781,0.18924501538276672,-0.04540145769715309,0.2664334774017334,0.13679036498069763,-0.05093304067850113,0.2677496075630188,0.0895761251449585,-0.05510717257857323,1
0.20417538285255432,0.49310100078582764,4.1294194375041116e-07,0.13111701607704163,0.46100956201553345,-0.022061029449105263,0.07550004124641418,0.3835650086402893,-0.030619565397500992,0.03614926338195801,0.31494152545928955,-0.038466669619083405,0.0,0.2673451900482178,-0.045602139085531235,0.11165997385978699,0.25158053636550903,-0.004588858224451542,0.09307512640953064,0.15255475044250488,-0.01869410276412964,0.08402928709983826,0.09581685066223145,-0.033197011798620224,0.07910963892936707,0.045552611351013184,-0.04504026845097542,0.1587013304233551,0.23554223775863647,-0.01017887331545353,0.14588627219200134,0.12371045351028442,-0.01979120261967182,0.13857993483543396,0.054239362478256226,-0.032491233199834824,0.13254407048225403,0.0,-0.043430082499980927,0.20421704649925232,0.24357128143310547,-0.02072775550186634,0.20281830430030823,0.13347166776657104,-0.0345119945704937,0.20092496275901794,0.06948691606521606,-0.04487369582056999,0.19692489504814148,0.015707045793533325,-0.05363833159208298,0.24828937649726868,0.26958900690078735,-0.03390654921531677,0.2588878571987152,0.18754789233207703,-0.04843313619494438,0.2642187178134918,0.13618463277816772,-0.053923141211271286,0.266558974981308,0.08889332413673401,-0.0582769513130188,1
0.20140939950942993,0.49303746223449707,3.8684359537910495e-07,0.12950843572616577,0.45806777477264404,-0.019306045025587082,0.07396411895751953,0.3796424865722656,-0.026491541415452957,0.0351506769657135,0.31375014781951904,-0.03336390480399132,0.0,0.2686160206794739,-0.03975586220622063,0.11119198799133301,0.2503877878189087,-0.0034420937299728394,0.09248173236846924,0.1517372727394104,-0.01682070828974247,0.08315718173980713,0.09556600451469421,-0.030620720237493515,0.07811200618743896,0.04576990008354187,-0.04191123694181442,0.15745067596435547,0.23485076427459717,-0.009815159253776073,0.14485150575637817,0.12341493368148804,-0.0189332477748394,0.1375596523284912,0.05433875322341919,-0.03121679462492466,0.13184791803359985,0.0,-0.041885778307914734,0.20224547386169434,0.2431895136833191,-0.020768888294696808,0.2014528512954712,0.13420677185058594,-0.03385379537940025,0.19972407817840576,0.0702328085899353,-0.04421349987387657,0.1957741379737854,0.01681181788444519,-0.05311352387070656,0.2456112504005432,0.26903456449508667,-0.034063320606946945,0.2562124729156494,0.18800649046897888,-0.0480058453977108,0.26096081733703613,0.13640230894088745,-0.05347592383623123,0.26246362924575806,0.08855977654457092,-0.057925526052713394,1
0.20043101906776428,0.49362048506736755,3.820204312887654e-07,0.12861350178718567,0.45827385783195496,-0.019260309636592865,0.07359150052070618,0.3797438442707062,-0.026546835899353027,0.03514581918716431,0.3139326870441437,-0.03355894610285759,0.0,0.26835379004478455,-0.04013436660170555,0.11165180802345276,0.2502646744251251,-0.0032145690638571978,0.0932324230670929,0.15163621306419373,-0.016380274668335915,0.08369669318199158,0.0956602394580841,-0.030206885188817978,0.07817479968070984,0.04578718543052673,-0.041540659964084625,0.15806016325950623,0.23498526215553284,-0.009715449996292591,0.14589735865592957,0.12340378761291504,-0.01832025870680809,0.1383669674396515,0.05418512225151062,-0.030582981184124947,0.13214972615242004,0.0,-0.04138725996017456,0.20263609290122986,0.24366936087608337,-0.020792663097381592,0.20275667309761047,0.13499590754508972,-0.033028293401002884,0.20086893439292908,0.07103428244590759,-0.04331550747156143,0.19622668623924255,0.017693787813186646,-0.05238073691725731,0.2452135980129242,0.27005472779273987,-0.034264273941516876,0.25475069880485535,0.18903982639312744,-0.047299981117248535,0.2583501636981964,0.13782557845115662,-0.05238515883684158,0.2583671510219574,0.09088140726089478,-0.05673951283097267,1
0.2025725245475769,0.4951648414134979,3.6538196468427486e-07,0.12979906797409058,0.4599912464618683,-0.01810293272137642,0.07449054718017578,0.37939688563346863,-0.024217717349529266,0.03633427619934082,0.31187233328819275,-0.030403228476643562,0.0,0.2684674561023712,-0.03627720847725868,0.11344021558761597,0.2506612241268158,-0.00014458337682299316,0.09510380029678345,0.15160149335861206,-0.011943867430090904,0.0855644941329956,0.0952247679233551,-0.02506997622549534,0.07986176013946533,0.04531082510948181,-0.03623613715171814,0.160086989402771,0.2351360023021698,-0.007278831675648689,0.14747190475463867,0.1233396828174591,-0.015009425580501556,0.13953977823257446,0.05375891923904419,-0.027050774544477463,0.13286858797073364,0.0,-0.03782602399587631,0.20483922958374023,0.24391701817512512,-0.01904071681201458,0.20418304204940796,0.13466796278953552,-0.030812988057732582,0.20144814252853394,0.07083091139793396,-0.041205763816833496,0.19625967741012573,0.017777472734451294,-0.050466086715459824,0.24816566705703735,0.2702076733112335,-0.03315355256199837,0.25705915689468384,0.18870499730110168,-0.04617324471473694,0.2597520351409912,0.13711577653884888,-0.05158037692308426,0.2590488791465759,0.08976569771766663,-0.05629569664597511,1
0.2021806240081787,0.49756696820259094,3.661724576886627e-07,0.1294931173324585,0.460525780916214,-0.01709391176700592,0.07380402088165283,0.3808865249156952,-0.023136001080274582,0.034913599491119385,0.3147638738155365,-0.029473714530467987,0.0,0.2713063657283783,-0.03539720177650452,0.1116337776184082,0.2529536783695221,0.0002785363467410207,0.09215396642684937,0.15375730395317078,-0.011898079887032509,0.08229666948318481,0.09780165553092957,-0.02537544257938862,0.07709532976150513,0.04787680506706238,-0.03635486587882042,0.15823376178741455,0.23638543486595154,-0.006795899011194706,0.14551854133605957,0.12450069189071655,-0.013928397558629513,0.13780558109283447,0.05446431040763855,-0.02545156516134739,0.1319994330406189,0.0,-0.03577718138694763,0.2033277153968811,0.2437567412853241,-0.01838783174753189,0.20307713747024536,0.13562962412834167,-0.028447279706597328,0.20177412033081055,0.07207450270652771,-0.037748273462057114,0.19782185554504395,0.01980242133140564,-0.04626767337322235,0.24671053886413574,0.2687161862850189,-0.03240525722503662,0.25540870428085327,0.1864800751209259,-0.04311800375580788,0.2572064995765686,0.1343611180782318,-0.04710722714662552,0.25565576553344727,0.0868888795375824,-0.050810497254133224,1
