"[0.5395822525024414, 0.5018357038497925, -6.917791210980795e-07, 0.4713457226753235, 0.49048882722854614, -0.032501909881830215, 0.3959161341190338, 0.4126213490962982, -0.0417804978787899, 0.35740023851394653, 0.332055002450943, -0.049857430160045624, 0.3584001660346985, 0.2693939805030823, -0.049258019775152206, 0.41807931661605835, 0.3045475482940674, -0.004140160977840424, 0.4049200415611267, 0.25561779737472534, -0.04340728372335434, 0.4246593117713928, 0.3368496298789978, -0.0554206483066082, 0.43201273679733276, 0.35092127323150635, -0.05811590328812599, 0.47039395570755005, 0.2927607595920563, -0.004392023663967848, 0.4551483690738678, 0.24878308176994324, -0.04588611423969269, 0.4655459225177765, 0.35358819365501404, -0.04416133835911751, 0.46885260939598083, 0.3474992513656616, -0.030973298475146294, 0.5224893093109131, 0.2936878204345703, -0.014275696128606796, 0.5115330219268799, 0.2503136396408081, -0.057680800557136536, 0.5125634074211121, 0.35060590505599976, -0.03799891471862793, 0.5157890319824219, 0.3523300290107727, -0.012475265190005302, 0.5754455327987671, 0.2968434691429138, -0.027461377903819084, 0.5604440569877625, 0.2714981138706207, -0.05016135796904564, 0.5559234619140625, 0.34082406759262085, -0.03546297550201416, 0.5601838231086731, 0.3476526141166687, -0.01742187887430191]",1
"[0.5503498911857605, 0.5132057666778564, -7.223086413432611e-07, 0.47675061225891113, 0.4946175813674927, -0.027779823169112206, 0.4018723666667938, 0.4085693359375, -0.03505354002118111, 0.3632432520389557, 0.32855233550071716, -0.04176376014947891, 0.3608046770095825, 0.26722919940948486, -0.03868658095598221, 0.42516228556632996, 0.2939087748527527, -9.042272722581401e-05, 0.4057508707046509, 0.2590509057044983, -0.03417310491204262, 0.4260435700416565, 0.3416476845741272, -0.04249263182282448, 0.4387543499469757, 0.34420013427734375, -0.04409678280353546, 0.4740919768810272, 0.287088006734848, -0.001316431094892323, 0.4568915367126465, 0.2540746331214905, -0.03820672258734703, 0.46626538038253784, 0.3590499460697174, -0.033524829894304276, 0.47293519973754883, 0.3444351851940155, -0.019424889236688614, 0.5256217122077942, 0.2894495129585266, -0.011277697049081326, 0.511841356754303, 0.2553640305995941, -0.04996446147561073, 0.5117836594581604, 0.355694442987442, -0.02681729942560196, 0.5178079009056091, 0.35034263134002686, -0.0005949694314040244, 0.5782616138458252, 0.29545754194259644, -0.0246644988656044, 0.565074622631073, 0.26770126819610596, -0.04577933996915817, 0.5567636489868164, 0.33943071961402893, -0.030036062002182007, 0.5614784955978394, 0.3478084206581116, -0.011669830419123173]",1
"[0.555587649345398, 0.5183171033859253, -7.323537261072488e-07, 0.4786731004714966, 0.4979371428489685, -0.02772180549800396, 0.40435823798179626, 0.4110013246536255, -0.036050885915756226, 0.36550888419151306, 0.3286953270435333, -0.044302597641944885, 0.36333757638931274, 0.26629939675331116, -0.0428461953997612, 0.4253246486186981, 0.29101505875587463, -0.00037745313602499664, 0.40351226925849915, 0.25484299659729004, -0.037725675851106644, 0.42672115564346313, 0.3416340947151184, -0.049025364220142365, 0.44228726625442505, 0.3513011336326599, -0.05205132067203522, 0.4759237766265869, 0.28244179487228394, -0.002386381383985281, 0.4568636417388916, 0.2534189224243164, -0.04155772551894188, 0.4687599539756775, 0.3593383729457855, -0.03843093663454056, 0.47853317856788635, 0.35051196813583374, -0.025285255163908005, 0.5287692546844482, 0.2862774133682251, -0.013423417694866657, 0.5132116079330444, 0.25844165682792664, -0.053256258368492126, 0.5143872499465942, 0.36025500297546387, -0.02995416708290577, 0.5221500992774963, 0.3567824065685272, -0.0034305641893297434, 0.5813648104667664, 0.29523682594299316, -0.02796059101819992, 0.564513087272644, 0.27467432618141174, -0.04782658442854881, 0.5576237440109253, 0.3459251821041107, -0.030958887189626694, 0.564784049987793, 0.3520069420337677, -0.01197938621044159]",1
"[0.5561524629592896, 0.521254301071167, -7.391837471004692e-07, 0.47559699416160583, 0.49113839864730835, -0.026065511628985405, 0.40233924984931946, 0.4000033736228943, -0.03279215097427368, 0.3639993667602539, 0.3202334940433502, -0.03994780778884888, 0.36227524280548096, 0.2656853497028351, -0.038004472851753235, 0.4266028106212616, 0.2845267653465271, 0.0029656188562512398, 0.41036996245384216, 0.2485741674900055, -0.03149174153804779, 0.42932555079460144, 0.3367992639541626, -0.043103232979774475, 0.44242143630981445, 0.3459368646144867, -0.047440070658922195, 0.47873467206954956, 0.27575406432151794, -0.00047263927990570664, 0.4646807014942169, 0.2503240704536438, -0.03798613324761391, 0.4715372920036316, 0.35417407751083374, -0.03755281865596771, 0.4809015989303589, 0.3475869596004486, -0.027435192838311195, 0.5321903228759766, 0.28278622031211853, -0.012593823485076427, 0.5215393900871277, 0.25691378116607666, -0.05130987986922264, 0.5176914930343628, 0.35813596844673157, -0.03126681596040726, 0.5245170593261719, 0.35741814970970154, -0.00757082412019372, 0.5848601460456848, 0.2958414852619171, -0.02795725129544735, 0.5701223015785217, 0.2739099860191345, -0.04564816877245903, 0.5597420334815979, 0.3435046672821045, -0.029203791171312332, 0.5660408735275269, 0.35116904973983765, -0.011419441550970078]",1
"[0.5542601943016052, 0.5205175876617432, -7.154327477110201e-07, 0.4777962267398834, 0.4892379641532898, -0.02344728261232376, 0.40566760301589966, 0.4027389883995056, -0.031349536031484604, 0.3661305010318756, 0.3245822787284851, -0.04105576127767563, 0.36389052867889404, 0.26728254556655884, -0.042313460260629654, 0.42974480986595154, 0.2957614064216614, 0.005356063600629568, 0.4108845293521881, 0.24284836649894714, -0.032464172691106796, 0.42730629444122314, 0.32870468497276306, -0.04595397040247917, 0.44113272428512573, 0.3506503105163574, -0.04964679479598999, 0.4804651141166687, 0.28721365332603455, 0.00035213748924434185, 0.46244415640830994, 0.24097642302513123, -0.03975647687911987, 0.4690505564212799, 0.34631654620170593, -0.040308672934770584, 0.4786071181297302, 0.3509359061717987, -0.029246235266327858, 0.5323686599731445, 0.29087865352630615, -0.013353796675801277, 0.5179426074028015, 0.24972745776176453, -0.05419459566473961, 0.5160000324249268, 0.3516928255558014, -0.034081507474184036, 0.5228210687637329, 0.36129578948020935, -0.008803946897387505, 0.5843923091888428, 0.30182862281799316, -0.029877034947276115, 0.5677270889282227, 0.270221471786499, -0.048694588243961334, 0.5589771270751953, 0.33987048268318176, -0.031208433210849762, 0.5645548105239868, 0.35442349314689636, -0.011796027421951294]",1
"[0.5538784861564636, 0.5205751657485962, -7.43920224977046e-07, 0.47741153836250305, 0.4908924400806427, -0.024061759933829308, 0.405040442943573, 0.40167900919914246, -0.03186636418104172, 0.36577773094177246, 0.3214365243911743, -0.04150288552045822, 0.3607453405857086, 0.26152724027633667, -0.0427561029791832, 0.4289781153202057, 0.2959405481815338, 0.004923407919704914, 0.4114862084388733, 0.2374669313430786, -0.034841109067201614, 0.42635712027549744, 0.3239189386367798, -0.05009425804018974, 0.43925437331199646, 0.3517113924026489, -0.05436839908361435, 0.48012614250183105, 0.28702473640441895, 0.00014437940262723714, 0.4650096297264099, 0.24011605978012085, -0.041152503341436386, 0.470024973154068, 0.34508123993873596, -0.04319922998547554, 0.47747841477394104, 0.35310205817222595, -0.033023249357938766, 0.5321939587593079, 0.29050973057746887, -0.013582799583673477, 0.5199379324913025, 0.2489537000656128, -0.055254146456718445, 0.516887903213501, 0.35055652260780334, -0.03666144609451294, 0.5215889811515808, 0.36239081621170044, -0.012376059778034687, 0.584723174571991, 0.3009464740753174, -0.030131392180919647, 0.5698378086090088, 0.2689250707626343, -0.04967869073152542, 0.5613206028938293, 0.3385612964630127, -0.03307666257023811, 0.566338062286377, 0.35388463735580444, -0.014196640811860561]",1
"[0.5556262731552124, 0.522333025932312, -7.545710900558333e-07, 0.47449663281440735, 0.48665308952331543, -0.020880086347460747, 0.40337103605270386, 0.39814454317092896, -0.027504486963152885, 0.366043359041214, 0.31883808970451355, -0.03646267578005791, 0.3650752007961273, 0.26513242721557617, -0.03759356588125229, 0.435071736574173, 0.29714614152908325, 0.006439275108277798, 0.4218651354312897, 0.23811659216880798, -0.031834058463573456, 0.4300779700279236, 0.3234190046787262, -0.047409724444150925, 0.4391992688179016, 0.3517676591873169, -0.05258609727025032, 0.48533502221107483, 0.28919050097465515, 0.000298660306725651, 0.47236642241477966, 0.23936304450035095, -0.04004383459687233, 0.47376999258995056, 0.3421490788459778, -0.04295836761593819, 0.48145240545272827, 0.353196382522583, -0.03421200439333916, 0.5361927151679993, 0.2934592366218567, -0.014143322594463825, 0.5252109169960022, 0.24722832441329956, -0.054130736738443375, 0.5197251439094543, 0.3465411067008972, -0.03575880080461502, 0.5249415040016174, 0.3623802065849304, -0.012264118529856205, 0.5879656672477722, 0.3048931956291199, -0.031146833673119545, 0.5728782415390015, 0.2661144435405731, -0.048816319555044174, 0.5627461671829224, 0.3350163400173187, -0.031344931572675705, 0.567661702632904, 0.3534407615661621, -0.012442154809832573]",1
"[0.553168773651123, 0.5178324580192566, -7.005655788816512e-07, 0.47817057371139526, 0.4882870316505432, -0.02406676672399044, 0.4066482186317444, 0.40234100818634033, -0.03329623490571976, 0.3668481707572937, 0.3227919042110443, -0.0445767343044281, 0.36419397592544556, 0.26177260279655457, -0.04773916304111481, 0.42886102199554443, 0.29957127571105957, 0.00361467432230711, 0.4097307026386261, 0.2382604032754898, -0.03790988400578499, 0.4257614016532898, 0.3220231831073761, -0.05421367287635803, 0.4401851296424866, 0.35215243697166443, -0.05862822383642197, 0.48043984174728394, 0.29142501950263977, -0.0015904103638604283, 0.46381279826164246, 0.23751579225063324, -0.044234197586774826, 0.46969670057296753, 0.34100738167762756, -0.04643704742193222, 0.4768979251384735, 0.35212594270706177, -0.03590182960033417, 0.5327298641204834, 0.2939130365848541, -0.015707608312368393, 0.5195687413215637, 0.24560514092445374, -0.059051577001810074, 0.51778644323349, 0.34634795784950256, -0.0398789681494236, 0.5223512649536133, 0.3607156276702881, -0.014438414014875889, 0.585379958152771, 0.30418458580970764, -0.03256030008196831, 0.5710397958755493, 0.2670823931694031, -0.053777147084474564, 0.5627294182777405, 0.3361325263977051, -0.03683779761195183, 0.5665565729141235, 0.3538455665111542, -0.017178770154714584]",1
"[0.5570905208587646, 0.5216920375823975, -7.560324775113259e-07, 0.4778957664966583, 0.4907357096672058, -0.024318361654877663, 0.4043220281600952, 0.3965746760368347, -0.030247919261455536, 0.364241361618042, 0.3148231506347656, -0.037659816443920135, 0.3580870032310486, 0.26265302300453186, -0.03660822659730911, 0.4291773736476898, 0.2986930012702942, 0.004300674889236689, 0.4124748110771179, 0.23927567899227142, -0.03386828675866127, 0.42966535687446594, 0.3273502588272095, -0.04795726016163826, 0.4406602084636688, 0.3501094877719879, -0.052440278232097626, 0.4812881350517273, 0.2891991138458252, -0.00035427717375569046, 0.4661056697368622, 0.23955783247947693, -0.04061027243733406, 0.47308284044265747, 0.3454258143901825, -0.041774310171604156, 0.4801872670650482, 0.3509035110473633, -0.031752023845911026, 0.533694326877594, 0.2920260429382324, -0.01385987363755703, 0.5216749906539917, 0.2456294596195221, -0.05528549477458, 0.520428478717804, 0.350484699010849, -0.03531443700194359, 0.5252718925476074, 0.3618095815181732, -0.010429657064378262, 0.5858957767486572, 0.30125486850738525, -0.03029925748705864, 0.5722094178199768, 0.26494863629341125, -0.0502309612929821, 0.5643202066421509, 0.33784088492393494, -0.03306720033288002, 0.5691323280334473, 0.3543630540370941, -0.014025931246578693]",1
"[0.5576968789100647, 0.519682765007019, -7.47063154449279e-07, 0.477270245552063, 0.48933202028274536, -0.023616403341293335, 0.40486136078834534, 0.396700382232666, -0.030310386791825294, 0.3688230514526367, 0.3134588301181793, -0.03873703256249428, 0.36153194308280945, 0.2573586106300354, -0.038890860974788666, 0.428611159324646, 0.2978837490081787, 0.003777062986046076, 0.4137263894081116, 0.2365700602531433, -0.03620613366365433, 0.4305424690246582, 0.3230471909046173, -0.05187956616282463, 0.4414193332195282, 0.3486023247241974, -0.0568070225417614, 0.48120036721229553, 0.288551926612854, -0.0016642444534227252, 0.4679228365421295, 0.23797020316123962, -0.042974743992090225, 0.474397212266922, 0.3427390456199646, -0.04504237696528435, 0.48037275671958923, 0.35038575530052185, -0.035332128405570984, 0.5340445637702942, 0.2915066182613373, -0.015964088961482048, 0.523826003074646, 0.24569261074066162, -0.05757422372698784, 0.5218639373779297, 0.34815463423728943, -0.03846859186887741, 0.5255365967750549, 0.35985076427459717, -0.014211088418960571, 0.5868061780929565, 0.30111852288246155, -0.03316722437739372, 0.5743552446365356, 0.2670226991176605, -0.05266803130507469, 0.5662327408790588, 0.3374596834182739, -0.03582262620329857, 0.5705212950706482, 0.35236141085624695, -0.0171548780053854]",1
"[0.5574212074279785, 0.5188404321670532, -7.489132940463605e-07, 0.478187620639801, 0.48923957347869873, -0.021926039829850197, 0.405157208442688, 0.3981102406978607, -0.02836337313055992, 0.36740177869796753, 0.3165201246738434, -0.03700089827179909, 0.3623778223991394, 0.26075682044029236, -0.03761597350239754, 0.4287196695804596, 0.30267852544784546, 0.004571293480694294, 0.4107363820075989, 0.23588606715202332, -0.034677162766456604, 0.4293175935745239, 0.32071956992149353, -0.05086328834295273, 0.43974146246910095, 0.35034608840942383, -0.05621820315718651, 0.48048093914985657, 0.29311615228652954, -0.0015444852178916335, 0.46540212631225586, 0.23783010244369507, -0.0414157435297966, 0.4738534390926361, 0.34164032340049744, -0.044415902346372604, 0.47786059975624084, 0.35321420431137085, -0.036015141755342484, 0.5331605076789856, 0.29407599568367004, -0.016054261475801468, 0.5213310122489929, 0.24124717712402344, -0.056483276188373566, 0.5216929316520691, 0.34505802392959595, -0.03737746551632881, 0.5237129926681519, 0.3631535470485687, -0.01357409916818142, 0.5855713486671448, 0.3023892939090729, -0.033279236406087875, 0.5735721588134766, 0.26396504044532776, -0.053077396005392075, 0.5668834447860718, 0.335988849401474, -0.035883039236068726, 0.569092333316803, 0.3558436930179596, -0.016987543553113937]",1
"[0.5584434866905212, 0.519560694694519, -7.733580673630058e-07, 0.4766483008861542, 0.4931209683418274, -0.021931922063231468, 0.4033481180667877, 0.399136483669281, -0.027367375791072845, 0.3676028847694397, 0.31319284439086914, -0.03472403064370155, 0.3643561005592346, 0.25832223892211914, -0.03415229171514511, 0.42867815494537354, 0.30392131209373474, 0.0036822252441197634, 0.4122823476791382, 0.2365812063217163, -0.03543573617935181, 0.4301392436027527, 0.3222769498825073, -0.05116887763142586, 0.44032543897628784, 0.3500390946865082, -0.05644305422902107, 0.4804617166519165, 0.2938694953918457, -0.002445385092869401, 0.4662664532661438, 0.23941585421562195, -0.04199809953570366, 0.4744299352169037, 0.34262704849243164, -0.04432885721325874, 0.47975826263427734, 0.3526376187801361, -0.03572133556008339, 0.5328661203384399, 0.2948509752750397, -0.016981074586510658, 0.5214282870292664, 0.24376672506332397, -0.0569588877260685, 0.5217981338500977, 0.34712910652160645, -0.03727586567401886, 0.5248739123344421, 0.3624541461467743, -0.013460434973239899, 0.5856354236602783, 0.302270770072937, -0.03430631384253502, 0.5732994079589844, 0.2635882794857025, -0.05338650569319725, 0.5667489767074585, 0.3369424343109131, -0.03559964522719383, 0.5697994232177734, 0.35580411553382874, -0.016621345654129982]",1
"[0.559031069278717, 0.5178949236869812, -7.663010705982742e-07, 0.47722116112709045, 0.49200600385665894, -0.02403620071709156, 0.40356749296188354, 0.39920100569725037, -0.030245516449213028, 0.36783087253570557, 0.31456828117370605, -0.03803925961256027, 0.3608554005622864, 0.2573944628238678, -0.03759748116135597, 0.42595723271369934, 0.30243849754333496, 0.002711460692808032, 0.40807363390922546, 0.23661693930625916, -0.036464329808950424, 0.4279327392578125, 0.3242240846157074, -0.051535073667764664, 0.4388672113418579, 0.35002920031547546, -0.0561499260365963, 0.47832033038139343, 0.29218289256095886, -0.0023070622701197863, 0.46344444155693054, 0.23907695710659027, -0.042086947709321976, 0.4727684259414673, 0.3448912799358368, -0.04391470178961754, 0.4777267277240753, 0.3521113097667694, -0.03458148241043091, 0.5314388275146484, 0.29251009225845337, -0.015971653163433075, 0.520112931728363, 0.2428581714630127, -0.057037461549043655, 0.5209072232246399, 0.34829697012901306, -0.037391018122434616, 0.5241695046424866, 0.362039178609848, -0.013084480538964272, 0.584403932094574, 0.29943573474884033, -0.03250127285718918, 0.5717872381210327, 0.2629421353340149, -0.052385952323675156, 0.5656929612159729, 0.336731493473053, -0.034731630235910416, 0.569308876991272, 0.3545772433280945, -0.015427623875439167]",1
"[0.5588446855545044, 0.5169222950935364, -7.626832712048781e-07, 0.4772895574569702, 0.4906281530857086, -0.022728854790329933, 0.4036254584789276, 0.4014166593551636, -0.028895828872919083, 0.36709779500961304, 0.3184696137905121, -0.03701184689998627, 0.36039242148399353, 0.25787314772605896, -0.036997489631175995, 0.42677804827690125, 0.30474787950515747, 0.0040709832683205605, 0.40772315859794617, 0.23715072870254517, -0.035507719963788986, 0.4282899796962738, 0.3211553692817688, -0.05118299275636673, 0.4399140477180481, 0.3478602468967438, -0.05598292499780655, 0.4786987900733948, 0.29494720697402954, -0.0017720971954986453, 0.463225394487381, 0.23947906494140625, -0.04152372106909752, 0.4737805724143982, 0.34309664368629456, -0.04339103028178215, 0.4788128137588501, 0.3515327274799347, -0.034206192940473557, 0.5312398076057434, 0.29502516984939575, -0.016264013946056366, 0.5185155868530273, 0.2432277500629425, -0.057268448173999786, 0.5211049318313599, 0.34738990664482117, -0.03727354481816292, 0.5242512226104736, 0.3616544306278229, -0.01286529004573822, 0.5842488408088684, 0.3014177083969116, -0.03355932980775833, 0.570794939994812, 0.26232969760894775, -0.05377558246254921, 0.5653445720672607, 0.3373831808567047, -0.03582202270627022, 0.568476676940918, 0.3572671413421631, -0.016343064606189728]",1
"[0.5582491159439087, 0.5166810750961304, -7.633494760739268e-07, 0.4743254780769348, 0.48850202560424805, -0.020799828693270683, 0.4010635018348694, 0.3962975740432739, -0.025724846869707108, 0.3663438558578491, 0.31180521845817566, -0.03283968195319176, 0.3592495024204254, 0.2580713927745819, -0.03230539336800575, 0.4276334345340729, 0.30125895142555237, 0.004049680661410093, 0.4087999165058136, 0.23665198683738708, -0.034767162054777145, 0.4287266731262207, 0.32039201259613037, -0.050168365240097046, 0.4408212900161743, 0.3462488651275635, -0.05524925887584686, 0.4801819920539856, 0.29232701659202576, -0.0030135733541101217, 0.46428996324539185, 0.23961764574050903, -0.0427890345454216, 0.4738946557044983, 0.34251320362091064, -0.04473096504807472, 0.4809541702270508, 0.3506597876548767, -0.03578490763902664, 0.5330163240432739, 0.2941798269748688, -0.018391456454992294, 0.5197765827178955, 0.24406442046165466, -0.05901927128434181, 0.5207652449607849, 0.3474603295326233, -0.03911136835813522, 0.5249871611595154, 0.36064785718917847, -0.014999641105532646, 0.5862865447998047, 0.3021557927131653, -0.036472052335739136, 0.5719310641288757, 0.26479440927505493, -0.05631205812096596, 0.5649553537368774, 0.33946019411087036, -0.038454458117485046, 0.5688241720199585, 0.35841765999794006, -0.01933625526726246]",1
